GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTYA,CTY_SUBA,PLACE,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNOA,ZIPA,AREANAME,C8H001,C8H002,C8H003,C8H004,C8H005,C8H006
"G0100840","1980","3","6","Alabama","01",,,,"Hammondville","0840",,,,,,,,,,,,"HAMMONDVILLE TOWN",115,5,1,15,1,0
"G0100845","1980","3","6","Alabama","01",,,,"Hanceville","0845",,,,,,,,,,,,"HANCEVILLE CITY",546,16,0,191,9,2
"G0100850","1980","3","6","Alabama","01",,,,"Harpersville","0850",,,,,,,,,,,,"HARPERSVILLE TOWN",189,16,9,80,4,1
"G0100855","1980","3","6","Alabama","01",,,,"Hartford","0855",,,,,,,,,,,,"HARTFORD CITY",687,26,8,229,16,7
"G0100860","1980","3","6","Alabama","01",,,,"Hartselle","0860",,,,,,,,,,,,"HARTSELLE CITY",2282,35,6,720,29,8
"G0100865","1980","3","6","Alabama","01",,,,"Hayden","0865",,,,,,,,,,,,"HAYDEN TOWN",79,2,0,18,0,1
"G0100867","1980","3","6","Alabama","01",,,,"Hayneville","0867",,,,,,,,,,,,"HAYNEVILLE TOWN",139,9,2,26,1,5
"G0100868","1980","3","6","Alabama","01",,,,"Hazel Green","0868",,,,,,,,,,,,"HAZEL GREEN %CDP<",420,21,2,49,3,1
"G0100870","1980","3","6","Alabama","01",,,,"Headland","0870",,,,,,,,,,,,"HEADLAND CITY",810,36,9,290,23,14
"G0100875","1980","3","6","Alabama","01",,,,"Heath","0875",,,,,,,,,,,,"HEATH TOWN",106,4,0,24,0,1
"G0100880","1980","3","6","Alabama","01",,,,"Heflin","0880",,,,,,,,,,,,"HEFLIN CITY",711,21,5,328,11,7
"G0100885","1980","3","6","Alabama","01",,,,"Helena","0885",,,,,,,,,,,,"HELENA TOWN",583,11,7,89,11,3
"G0100886","1980","3","6","Alabama","01",,,,"Henagar","0886",,,,,,,,,,,,"HENAGAR TOWN",346,8,2,66,4,1
"G0100887","1980","3","6","Alabama","01",,,,"Highland Lake","0887",,,,,,,,,,,,"HIGHLAND LAKE TOWN",73,1,0,10,0,0
"G0100890","1980","3","6","Alabama","01",,,,"Hillsboro","0890",,,,,,,,,,,,"HILLSBORO TOWN",67,5,1,15,2,0
"G0100895","1980","3","6","Alabama","01",,,,"Hobson City","0895",,,,,,,,,,,,"HOBSON CITY TOWN",181,19,6,145,24,4
"G0100900","1980","3","6","Alabama","01",,,,"Hodges","0900",,,,,,,,,,,,"HODGES TOWN",82,1,0,18,0,0
"G0100905","1980","3","6","Alabama","01",,,,"Hokes Bluff","0905",,,,,,,,,,,,"HOKES BLUFF TOWN",951,10,3,118,8,1
"G0100910","1980","3","6","Alabama","01",,,,"Holly Pond","0910",,,,,,,,,,,,"HOLLY POND TOWN",138,4,1,31,0,0
"G0100915","1980","3","6","Alabama","01",,,,"Hollywood","0915",,,,,,,,,,,,"HOLLYWOOD TOWN",279,14,2,66,2,0
"G0100925","1980","3","6","Alabama","01",,,,"Homewood","0925",,,,,,,,,,,,"HOMEWOOD CITY",4539,15,5,4644,88,52
"G0100927","1980","3","6","Alabama","01",,,,"Hoover","0927",,,,,,,,,,,,"HOOVER CITY",4406,13,1,2719,19,8
"G0100929","1980","3","6","Alabama","01",,,,"Horn Hill","0929",,,,,,,,,,,,"HORN HILL TOWN",46,3,2,10,0,0
"G0100930","1980","3","6","Alabama","01",,,,"Hueytown","0930",,,,,,,,,,,,"HUEYTOWN CITY",3845,44,12,805,29,3
"G0100932","1980","3","6","Alabama","01",,,,"Huguley","0932",,,,,,,,,,,,"HUGULEY %CDP<",775,32,7,144,14,3
"G0100935","1980","3","6","Alabama","01",,,,"Huntsville","0935",,,,,,,,,,,,"HUNTSVILLE CITY",31829,460,137,16933,711,354
"G0100940","1980","3","6","Alabama","01",,,,"Hurtsboro","0940",,,,,,,,,,,,"HURTSBORO TOWN",183,7,6,67,11,7
"G0100943","1980","3","6","Alabama","01",,,,"Ider","0943",,,,,,,,,,,,"IDER TOWN",194,1,1,47,1,2
"G0100945","1980","3","6","Alabama","01",,,,"Irondale","0945",,,,,,,,,,,,"IRONDALE CITY",1723,15,10,672,6,2
"G0100950","1980","3","6","Alabama","01",,,,"Jackson","0950",,,,,,,,,,,,"JACKSON CITY",1403,66,20,428,31,22
"G0100955","1980","3","6","Alabama","01",,,,"Jacksonville","0955",,,,,,,,,,,,"JACKSONVILLE CITY",1647,29,6,1393,35,19
"G0100960","1980","3","6","Alabama","01",,,,"Jasper","0960",,,,,,,,,,,,"JASPER CITY",2850,39,11,1414,78,20
"G0100965","1980","3","6","Alabama","01",,,,"Jemison","0965",,,,,,,,,,,,"JEMISON TOWN",504,15,5,84,5,2
"G0100970","1980","3","6","Alabama","01",,,,"Kansas","0970",,,,,,,,,,,,"KANSAS TOWN",87,1,1,16,0,1
"G0100975","1980","3","6","Alabama","01",,,,"Kennedy","0975",,,,,,,,,,,,"KENNEDY TOWN",151,7,3,51,2,1
"G0100980","1980","3","6","Alabama","01",,,,"Killen","0980",,,,,,,,,,,,"KILLEN TOWN",224,3,2,53,2,0
"G0100985","1980","3","6","Alabama","01",,,,"Kimberly","0985",,,,,,,,,,,,"KIMBERLY TOWN",296,12,1,52,2,2
"G0100990","1980","3","6","Alabama","01",,,,"Kinsey","0990",,,,,,,,,,,,"KINSEY TOWN",340,6,1,105,0,2
"G0100995","1980","3","6","Alabama","01",,,,"Kinston","0995",,,,,,,,,,,,"KINSTON TOWN",155,2,1,79,1,1
"G0101000","1980","3","6","Alabama","01",,,,"Lafayette","1000",,,,,,,,,,,,"LAFAYETTE CITY",744,41,20,320,47,24
"G0101001","1980","3","6","Alabama","01",,,,"Lake Forest","1001",,,,,,,,,,,,"LAKE FOREST %CDP<",937,14,1,350,11,4
"G0101002","1980","3","6","Alabama","01",,,,"Lakeview","1002",,,,,,,,,,,,"LAKEVIEW TOWN",135,2,2,15,1,0
"G0101005","1980","3","6","Alabama","01",,,,"Lanett","1005",,,,,,,,,,,,"LANETT CITY",1623,32,5,885,78,21
"G0101010","1980","3","6","Alabama","01",,,,"Langdale","1010",,,,,,,,,,,,"LANGDALE %CDP<",616,13,1,184,9,0
"G0101015","1980","3","6","Alabama","01",,,,"Leeds","1015",,,,,,,,,,,,"LEEDS CITY",2040,59,9,866,51,9
"G0101017","1980","3","6","Alabama","01",,,,"Leesburg","1017",,,,,,,,,,,,"LEESBURG TOWN",37,0,0,11,0,0
"G0101020","1980","3","6","Alabama","01",,,,"Leighton","1020",,,,,,,,,,,,"LEIGHTON TOWN",269,17,12,96,6,3
"G0101023","1980","3","6","Alabama","01",,,,"Lester","1023",,,,,,,,,,,,"LESTER TOWN",0,0,0,0,0,0
"G0101024","1980","3","6","Alabama","01",,,,"Level Plains","1024",,,,,,,,,,,,"LEVEL PLAINS TOWN",203,5,0,80,3,3
"G0101025","1980","3","6","Alabama","01",,,,"Lexington","1025",,,,,,,,,,,,"LEXINGTON TOWN",251,6,1,62,2,1
"G0101027","1980","3","6","Alabama","01",,,,"Libertyville","1027",,,,,,,,,,,,"LIBERTYVILLE TOWN",0,0,0,0,0,0
"G0101030","1980","3","6","Alabama","01",,,,"Lincoln","1030",,,,,,,,,,,,"LINCOLN TOWN",508,32,8,91,7,11
"G0101035","1980","3","6","Alabama","01",,,,"Linden","1035",,,,,,,,,,,,"LINDEN CITY",642,30,15,190,15,11
"G0101040","1980","3","6","Alabama","01",,,,"Lineville","1040",,,,,,,,,,,,"LINEVILLE TOWN",505,26,14,233,8,4
"G0101045","1980","3","6","Alabama","01",,,,"Lipscomb","1045",,,,,,,,,,,,"LIPSCOMB CITY",836,32,6,339,39,9
"G0101050","1980","3","6","Alabama","01",,,,"Lisman","1050",,,,,,,,,,,,"LISMAN TOWN",160,6,6,35,4,4
"G0101052","1980","3","6","Alabama","01",,,,"Little Shawmut","1052",,,,,,,,,,,,"LITTLE SHAWMUT %CDP<",548,56,10,196,34,21
"G0101055","1980","3","6","Alabama","01",,,,"Littleville","1055",,,,,,,,,,,,"LITTLEVILLE TOWN",338,5,0,71,9,0
"G0101060","1980","3","6","Alabama","01",,,,"Livingston","1060",,,,,,,,,,,,"LIVINGSTON CITY",554,37,8,370,19,19
"G0101063","1980","3","6","Alabama","01",,,,"Loachapoka","1063",,,,,,,,,,,,"LOACHAPOKA TOWN",79,2,1,42,4,2
"G0101065","1980","3","6","Alabama","01",,,,"Lockhart","1065",,,,,,,,,,,,"LOCKHART TOWN",165,4,2,43,3,2
"G0101067","1980","3","6","Alabama","01",,,,"Locust Fork","1067",,,,,,,,,,,,"LOCUST FORK TOWN",141,3,0,25,0,0
"G0101070","1980","3","6","Alabama","01",,,,"Louisville","1070",,,,,,,,,,,,"LOUISVILLE TOWN",201,9,6,51,7,5
"G0101072","1980","3","6","Alabama","01",,,,"Lowndesboro","1072",,,,,,,,,,,,"LOWNDESBORO TOWN",48,1,2,19,1,1
"G0101075","1980","3","6","Alabama","01",,,,"Loxley","1075",,,,,,,,,,,,"LOXLEY TOWN",200,6,3,72,4,2
"G0101080","1980","3","6","Alabama","01",,,,"Luverne","1080",,,,,,,,,,,,"LUVERNE CITY",601,9,5,330,19,3
"G0101085","1980","3","6","Alabama","01",,,,"Lynn","1085",,,,,,,,,,,,"LYNN TOWN",155,5,1,32,0,0
"G0101088","1980","3","6","Alabama","01",,,,"Mcintosh","1088",,,,,,,,,,,,"MCINTOSH TOWN",96,1,1,13,0,0
"G0101090","1980","3","6","Alabama","01",,,,"Mckenzie","1090",,,,,,,,,,,,"MCKENZIE TOWN",166,6,3,30,2,1
"G0101093","1980","3","6","Alabama","01",,,,"Mcmullen","1093",,,,,,,,,,,,"MCMULLEN TOWN",0,0,0,0,0,0
"G0101095","1980","3","6","Alabama","01",,,,"Madison","1095",,,,,,,,,,,,"MADISON CITY",1050,20,3,271,16,4
"G0101100","1980","3","6","Alabama","01",,,,"Madrid","1100",,,,,,,,,,,,"MADRID TOWN",55,1,1,9,0,0
"G0101105","1980","3","6","Alabama","01",,,,"Malvern","1105",,,,,,,,,,,,"MALVERN TOWN",168,7,1,17,1,0
"G0101110","1980","3","6","Alabama","01",,,,"Maplesville","1110",,,,,,,,,,,,"MAPLESVILLE TOWN",176,13,5,41,4,2
"G0101115","1980","3","6","Alabama","01",,,,"Margaret","1115",,,,,,,,,,,,"MARGARET TOWN",163,16,4,19,3,3
"G0101120","1980","3","6","Alabama","01",,,,"Marion","1120",,,,,,,,,,,,"MARION CITY",784,37,16,408,44,34
"G0101125","1980","3","6","Alabama","01",,,,"Maytown","1125",,,,,,,,,,,,"MAYTOWN TOWN",158,4,2,24,1,0
"G0101128","1980","3","6","Alabama","01",,,,"Memphis","1128",,,,,,,,,,,,"MEMPHIS TOWN",15,2,1,5,0,3
"G0101130","1980","3","6","Alabama","01",,,,"Mentone","1130",,,,,,,,,,,,"MENTONE TOWN",148,5,1,48,0,1
"G0101132","1980","3","6","Alabama","01",,,,"Meridianville","1132",,,,,,,,,,,,"MERIDIANVILLE %CDP<",389,9,0,57,3,1
"G0101135","1980","3","6","Alabama","01",,,,"Midfield","1135",,,,,,,,,,,,"MIDFIELD CITY",1991,13,1,364,10,2
"G0101140","1980","3","6","Alabama","01",,,,"Midland City","1140",,,,,,,,,,,,"MIDLAND CITY TOWN",322,17,8,305,12,6
"G0101145","1980","3","6","Alabama","01",,,,"Midway","1145",,,,,,,,,,,,"MIDWAY TOWN",120,14,6,37,5,5
"G0101150","1980","3","6","Alabama","01",,,,"Mignon","1150",,,,,,,,,,,,"MIGNON %CDP<",549,31,3,138,13,4
"G0101152","1980","3","6","Alabama","01",,,,"Millbrook","1152",,,,,,,,,,,,"MILLBROOK CITY",799,41,11,148,7,4
"G0101155","1980","3","6","Alabama","01",,,,"Millport","1155",,,,,,,,,,,,"MILLPORT TOWN",312,8,4,133,6,4
"G0101160","1980","3","6","Alabama","01",,,,"Millry","1160",,,,,,,,,,,,"MILLRY TOWN",215,11,6,61,5,7
"G0101165","1980","3","6","Alabama","01",,,,"Mobile","1165",,,,,,,,,,,,"MOBILE CITY",41201,1097,313,26678,1420,691
"G0101170","1980","3","6","Alabama","01",,,,"Monroeville","1170",,,,,,,,,,,,"MONROEVILLE CITY",1328,35,14,461,37,28
"G0101175","1980","3","6","Alabama","01",,,,"Montevallo","1175",,,,,,,,,,,,"MONTEVALLO CITY",541,9,5,456,12,9
"G0101180","1980","3","6","Alabama","01",,,,"Montgomery","1180",,,,,,,,,,,,"MONTGOMERY CITY",37229,998,343,21920,1390,836
"G0101183","1980","3","6","Alabama","01",,,,"Moody","1183",,,,,,,,,,,,"MOODY TOWN",524,6,1,76,3,0
"G0101185","1980","3","6","Alabama","01",,,,"Mooresville","1185",,,,,,,,,,,,"MOORESVILLE TOWN",18,0,0,6,0,0
"G0101190","1980","3","6","Alabama","01",,,,"Morris","1190",,,,,,,,,,,,"MORRIS TOWN",185,4,0,38,3,0
"G0101193","1980","3","6","Alabama","01",,,,"Mosses","1193",,,,,,,,,,,,"MOSSES TOWN",88,20,17,10,1,2
"G0101195","1980","3","6","Alabama","01",,,,"Moulton","1195",,,,,,,,,,,,"MOULTON CITY",754,28,8,346,8,5
"G0101200","1980","3","6","Alabama","01",,,,"Moundville","1200",,,,,,,,,,,,"MOUNDVILLE TOWN",313,11,1,118,7,3
"G0101202","1980","3","6","Alabama","01",,,,"Mountainboro","1202",,,,,,,,,,,,"MOUNTAINBORO TOWN",76,3,1,19,0,0
"G0101205","1980","3","6","Alabama","01",,,,"Mountain Brook","1205",,,,,,,,,,,,"MOUNTAIN BROOK CITY",5997,3,1,1205,4,1
"G0101215","1980","3","6","Alabama","01",,,,"Mount Vernon","1215",,,,,,,,,,,,"MOUNT VERNON TOWN",261,13,4,64,2,2
"G0101220","1980","3","6","Alabama","01",,,,"Mulga","1220",,,,,,,,,,,,"MULGA TOWN",119,3,1,20,5,0
"G0101225","1980","3","6","Alabama","01",,,,"Muscle Shoals","1225",,,,,,,,,,,,"MUSCLE SHOALS CITY",2393,33,7,613,22,0
"G0101230","1980","3","6","Alabama","01",,,,"Myrtlewood","1230",,,,,,,,,,,,"MYRTLEWOOD TOWN",71,3,1,17,1,1
"G0101232","1980","3","6","Alabama","01",,,,"Napier Field","1232",,,,,,,,,,,,"NAPIER FIELD TOWN",96,2,0,85,6,0
"G0101235","1980","3","6","Alabama","01",,,,"Nauvoo","1235",,,,,,,,,,,,"NAUVOO TOWN",78,2,0,17,1,0
"G0101237","1980","3","6","Alabama","01",,,,"Nectar","1237",,,,,,,,,,,,"NECTAR TOWN",121,1,1,14,1,0
"G0101240","1980","3","6","Alabama","01",,,,"Newbern","1240",,,,,,,,,,,,"NEWBERN TOWN",66,3,4,24,5,2
"G0101245","1980","3","6","Alabama","01",,,,"New Brockton","1245",,,,,,,,,,,,"NEW BROCKTON TOWN",342,8,3,145,7,6
"G0101250","1980","3","6","Alabama","01",,,,"New Hope","1250",,,,,,,,,,,,"NEW HOPE TOWN",390,4,6,132,12,2
"G0101253","1980","3","6","Alabama","01",,,,"New Site","1253",,,,,,,,,,,,"NEW SITE TOWN",100,3,0,20,0,0
"G0101255","1980","3","6","Alabama","01",,,,"Newton","1255",,,,,,,,,,,,"NEWTON TOWN",409,9,7,108,9,1
"G0101260","1980","3","6","Alabama","01",,,,"Newville","1260",,,,,,,,,,,,"NEWVILLE TOWN",175,15,8,45,6,4
"G0101270","1980","3","6","Alabama","01",,,,"North Johns","1270",,,,,,,,,,,,"NORTH JOHNS TOWN",51,4,3,13,2,1
"G0101275","1980","3","6","Alabama","01",,,,"Northport","1275",,,,,,,,,,,,"NORTHPORT CITY",3147,46,10,1441,100,27
"G0101280","1980","3","6","Alabama","01",,,,"Notasulga","1280",,,,,,,,,,,,"NOTASULGA TOWN",235,9,1,80,6,2
"G0101282","1980","3","6","Alabama","01",,,,"Oak Grove","1282",,,,,,,,,,,,"OAK GROVE TOWN",168,4,1,45,3,4
"G0101285","1980","3","6","Alabama","01",,,,"Oak Hill","1285",,,,,,,,,,,,"OAK HILL TOWN",15,0,0,10,0,1
"G0101290","1980","3","6","Alabama","01",,,,"Oakman","1290",,,,,,,,,,,,"OAKMAN TOWN",215,8,2,59,3,2
"G0101295","1980","3","6","Alabama","01",,,,"Odenville","1295",,,,,,,,,,,,"ODENVILLE TOWN",213,3,2,28,3,0
"G0101300","1980","3","6","Alabama","01",,,,"Ohatchee","1300",,,,,,,,,,,,"OHATCHEE TOWN",230,9,0,41,3,1
"G0101305","1980","3","6","Alabama","01",,,,"Oneonta","1305",,,,,,,,,,,,"ONEONTA CITY",1166,29,4,631,22,6
"G0101309","1980","3","6","Alabama","01",,,,"Onycha","1309",,,,,,,,,,,,"ONYCHA TOWN",43,3,0,7,0,1
"G0101310","1980","3","6","Alabama","01",,,,"Opelika","1310",,,,,,,,,,,,"OPELIKA CITY",4578,132,32,2642,221,80
"G0101315","1980","3","6","Alabama","01",,,,"Opp","1315",,,,,,,,,,,,"OPP CITY",1933,41,17,577,38,12
"G0101320","1980","3","6","Alabama","01",,,,"Orrville","1320",,,,,,,,,,,,"ORRVILLE TOWN",84,2,1,31,5,3
"G0101324","1980","3","6","Alabama","01",,,,"Owens Crossroads","1324",,,,,,,,,,,,"OWENS CROSSROADS TOWN",183,1,1,76,8,1
"G0101325","1980","3","6","Alabama","01",,,,"Oxford","1325",,,,,,,,,,,,"OXFORD CITY",2309,33,8,705,37,6
"G0101330","1980","3","6","Alabama","01",,,,"Ozark","1330",,,,,,,,,,,,"OZARK CITY",2703,61,13,1706,117,49
"G0101335","1980","3","6","Alabama","01",,,,"Paint Rock","1335",,,,,,,,,,,,"PAINT ROCK TOWN",62,1,0,22,1,0
"G0101345","1980","3","6","Alabama","01",,,,"Parrish","1345",,,,,,,,,,,,"PARRISH TOWN",433,25,5,78,8,5
"G0101347","1980","3","6","Alabama","01",,,,"Pelham","1347",,,,,,,,,,,,"PELHAM CITY",1980,19,7,297,12,0
"G0101350","1980","3","6","Alabama","01",,,,"Pell City","1350",,,,,,,,,,,,"PELL CITY CITY",1728,59,19,486,20,10
"G0101355","1980","3","6","Alabama","01",,,,"Pennington","1355",,,,,,,,,,,,"PENNINGTON TOWN",105,5,0,8,0,2
"G0101360","1980","3","6","Alabama","01",,,,"Petrey","1360",,,,,,,,,,,,"PETREY TOWN",31,1,0,8,1,0
"G0101365","1980","3","6","Alabama","01",,,,"Phenix City","1365",,,,,,,,,,,,"PHENIX CITY CITY",5294,136,34,3781,307,119
"G0101370","1980","3","6","Alabama","01",,,,"Phil Campbell","1370",,,,,,,,,,,,"PHIL CAMPBELL TOWN",377,11,0,172,5,2
"G0101373","1980","3","6","Alabama","01",,,,"Pickensville","1373",,,,,,,,,,,,"PICKENSVILLE TOWN",28,2,3,5,1,0
"G0101375","1980","3","6","Alabama","01",,,,"Piedmont","1375",,,,,,,,,,,,"PIEDMONT CITY",1434,29,2,653,37,13
"G0101380","1980","3","6","Alabama","01",,,,"Pinckard","1380",,,,,,,,,,,,"PINCKARD TOWN",207,10,0,43,1,3
"G0101385","1980","3","6","Alabama","01",,,,"Pine Apple","1385",,,,,,,,,,,,"PINE APPLE TOWN",73,5,2,25,5,2
"G0101390","1980","3","6","Alabama","01",,,,"Pine Hill","1390",,,,,,,,,,,,"PINE HILL TOWN",137,5,2,25,6,5
"G0101395","1980","3","6","Alabama","01",,,,"Pisgah","1395",,,,,,,,,,,,"PISGAH TOWN",181,8,0,64,0,0
"G0101405","1980","3","6","Alabama","01",,,,"Pleasant Grove","1405",,,,,,,,,,,,"PLEASANT GROVE CITY",2087,24,2,162,5,1
"G0101408","1980","3","6","Alabama","01",,,,"Point Clear","1408",,,,,,,,,,,,"POINT CLEAR %CDP<",434,26,9,103,10,5
"G0101410","1980","3","6","Alabama","01",,,,"Pollard","1410",,,,,,,,,,,,"POLLARD TOWN",40,0,1,6,2,2
"G0101412","1980","3","6","Alabama","01",,,,"Powell's Crossroads","1412",,,,,,,,,,,,"POWELL@S CROSSROADS TOWN",164,5,1,41,2,2
"G0101415","1980","3","6","Alabama","01",,,,"Prattville","1415",,,,,,,,,,,,"PRATTVILLE CITY",4492,116,41,1173,74,38
"G0101418","1980","3","6","Alabama","01",,,,"Priceville","1418",,,,,,,,,,,,"PRICEVILLE TOWN",270,5,0,24,2,0
"G0101420","1980","3","6","Alabama","01",,,,"Prichard","1420",,,,,,,,,,,,"PRICHARD CITY",6044,428,131,4539,636,260
"G0101423","1980","3","6","Alabama","01",,,,"Providence","1423",,,,,,,,,,,,"PROVIDENCE TOWN",85,7,3,11,4,1
"G0101425","1980","3","6","Alabama","01",,,,"Ragland","1425",,,,,,,,,,,,"RAGLAND TOWN",492,17,1,109,5,5
"G0101430","1980","3","6","Alabama","01",,,,"Rainbow City","1430",,,,,,,,,,,,"RAINBOW CITY CITY",1614,21,8,519,10,0
"G0101435","1980","3","6","Alabama","01",,,,"Rainsville","1435",,,,,,,,,,,,"RAINSVILLE CITY",1102,32,3,262,11,2
"G0101445","1980","3","6","Alabama","01",,,,"Ranburne","1445",,,,,,,,,,,,"RANBURNE TOWN",117,3,1,33,1,1
"G0101450","1980","3","6","Alabama","01",,,,"Red Bay","1450",,,,,,,,,,,,"RED BAY CITY",875,16,0,290,9,5
"G0101455","1980","3","6","Alabama","01",,,,"Red Level","1455",,,,,,,,,,,,"RED LEVEL TOWN",149,5,1,40,2,0
"G0101457","1980","3","6","Alabama","01",,,,"Redstone Arsenal","1457",,,,,,,,,,,,"REDSTONE ARSENAL %CDP<",5,0,0,1057,50,11
"G0101460","1980","3","6","Alabama","01",,,,"Reece City","1460",,,,,,,,,,,,"REECE CITY TOWN",201,3,0,33,2,2
"G0101465","1980","3","6","Alabama","01",,,,"Reform","1465",,,,,,,,,,,,"REFORM CITY",500,20,6,216,22,10
"G0101470","1980","3","6","Alabama","01",,,,"Repton","1470",,,,,,,,,,,,"REPTON TOWN",73,6,3,17,3,1
"G0101473","1980","3","6","Alabama","01",,,,"Ridgeville","1473",,,,,,,,,,,,"RIDGEVILLE TOWN",45,4,1,10,0,1
"G0101475","1980","3","6","Alabama","01",,,,"River Falls","1475",,,,,,,,,,,,"RIVER FALLS TOWN",183,7,2,42,6,4
"G0101480","1980","3","6","Alabama","01",,,,"Riverside","1480",,,,,,,,,,,,"RIVERSIDE TOWN",161,7,3,149,7,1
"G0101488","1980","3","6","Alabama","01",,,,"Riverview","1488",,,,,,,,,,,,"RIVERVIEW TOWN",36,3,0,9,0,0
"G0101489","1980","3","6","Alabama","01",,,,"River View","1489",,,,,,,,,,,,"RIVER VIEW %CDP<",342,17,2,84,5,3
"G0101490","1980","3","6","Alabama","01",,,,"Roanoke","1490",,,,,,,,,,,,"ROANOKE CITY",1354,58,18,584,50,34
"G0101495","1980","3","6","Alabama","01",,,,"Robertsdale","1495",,,,,,,,,,,,"ROBERTSDALE CITY",603,18,0,215,11,2
"G0101497","1980","3","6","Alabama","01",,,,"Robinson Springs","1497",,,,,,,,,,,,"ROBINSON SPRINGS %CDP<",366,6,1,46,4,1
"G0101500","1980","3","6","Alabama","01",,,,"Rockford","1500",,,,,,,,,,,,"ROCKFORD TOWN",134,5,2,65,2,1
"G0101505","1980","3","6","Alabama","01",,,,"Rogersville","1505",,,,,,,,,,,,"ROGERSVILLE TOWN",338,8,2,103,3,0
"G0101507","1980","3","6","Alabama","01",,,,"Roosevelt City","1507",,,,,,,,,,,,"ROOSEVELT CITY CITY",715,39,11,230,35,7
"G0101509","1980","3","6","Alabama","01",,,,"Rosa","1509",,,,,,,,,,,,"ROSA TOWN",64,1,0,11,0,0
"G0101510","1980","3","6","Alabama","01",,,,"Russellville","1510",,,,,,,,,,,,"RUSSELLVILLE CITY",2137,38,9,882,37,9
"G0101515","1980","3","6","Alabama","01",,,,"Rutledge","1515",,,,,,,,,,,,"RUTLEDGE TOWN",113,1,0,83,7,1
"G0101518","1980","3","6","Alabama","01",,,,"St. Florian","1518",,,,,,,,,,,,"ST. FLORIAN TOWN",78,2,0,12,2,0
"G0101519","1980","3","6","Alabama","01",,,,"Saks","1519",,,,,,,,,,,,"SAKS %CDP<",2970,62,14,668,28,11
"G0101520","1980","3","6","Alabama","01",,,,"Samson","1520",,,,,,,,,,,,"SAMSON CITY",509,15,8,321,17,12
"G0101525","1980","3","6","Alabama","01",,,,"Sanford","1525",,,,,,,,,,,,"SANFORD TOWN",66,3,1,25,2,1
"G0101530","1980","3","6","Alabama","01",,,,"Saraland","1530",,,,,,,,,,,,"SARALAND CITY",2411,43,5,788,37,7
"G0101532","1980","3","6","Alabama","01",,,,"Sardis","1532",,,,,,,,,,,,"SARDIS CITY",241,9,0,42,2,1
"G0101535","1980","3","6","Alabama","01",,,,"Satsuma","1535",,,,,,,,,,,,"SATSUMA CITY",994,28,7,142,3,1
"G0101540","1980","3","6","Alabama","01",,,,"Scottsboro","1540",,,,,,,,,,,,"SCOTTSBORO CITY",3432,72,19,1654,77,15
"G0101550","1980","3","6","Alabama","01",,,,"Section","1550",,,,,,,,,,,,"SECTION TOWN",195,5,0,91,7,2
"G0101555","1980","3","6","Alabama","01",,,,"Selma","1555",,,,,,,,,,,,"SELMA CITY",4753,144,64,3637,353,250
"G0101557","1980","3","6","Alabama","01",,,,"Selmont-West Selmont","1557",,,,,,,,,,,,"SELMONT-WEST SELMONT %CDP<",736,94,37,619,81,61
"G0101560","1980","3","6","Alabama","01",,,,"Shawmut","1560",,,,,,,,,,,,"SHAWMUT %CDP<",726,8,1,153,2,0
"G0101565","1980","3","6","Alabama","01",,,,"Sheffield","1565",,,,,,,,,,,,"SHEFFIELD CITY",3112,50,16,1341,69,24
"G0101567","1980","3","6","Alabama","01",,,,"Shiloh","1567",,,,,,,,,,,,"SHILOH TOWN",90,3,0,13,0,1
"G0101570","1980","3","6","Alabama","01",,,,"Silas","1570",,,,,,,,,,,,"SILAS TOWN",75,3,1,26,3,2
"G0101580","1980","3","6","Alabama","01",,,,"Silverhill","1580",,,,,,,,,,,,"SILVERHILL TOWN",172,4,2,37,5,0
"G0101582","1980","3","6","Alabama","01",,,,"Sipsey","1582",,,,,,,,,,,,"SIPSEY TOWN",168,17,2,34,2,0
"G0101585","1980","3","6","Alabama","01",,,,"Slocomb","1585",,,,,,,,,,,,"SLOCOMB TOWN",565,20,11,161,8,3
"G0101587","1980","3","6","Alabama","01",,,,"Snead","1587",,,,,,,,,,,,"SNEAD TOWN",206,4,0,36,3,0
"G0101590","1980","3","6","Alabama","01",,,,"Somerville","1590",,,,,,,,,,,,"SOMERVILLE TOWN",28,1,1,14,2,0
"G0101595","1980","3","6","Alabama","01",,,,"Southside","1595",,,,,,,,,,,,"SOUTHSIDE TOWN",1374,16,5,117,10,0
"G0101597","1980","3","6","Alabama","01",,,,"South Vinemont","1597",,,,,,,,,,,,"SOUTH VINEMONT TOWN",130,4,1,69,10,5
"G0101602","1980","3","6","Alabama","01",,,,"Spanish Fort","1602",,,,,,,,,,,,"SPANISH FORT %CDP<",987,8,1,147,9,2
"G0101610","1980","3","6","Alabama","01",,,,"Springville","1610",,,,,,,,,,,,"SPRINGVILLE TOWN",378,11,3,93,8,2
"G0101615","1980","3","6","Alabama","01",,,,"Steele","1615",,,,,,,,,,,,"STEELE TOWN",238,5,2,38,3,1
"G0101620","1980","3","6","Alabama","01",,,,"Stevenson","1620",,,,,,,,,,,,"STEVENSON CITY",564,20,8,300,20,5
"G0101625","1980","3","6","Alabama","01",,,,"Sulligent","1625",,,,,,,,,,,,"SULLIGENT TOWN",480,16,3,263,11,3
