YEAR,GISJOIN,NAME,total,occupied,vacant,pct.vacant
1990,G4803390,Montgomery County,73871,63563,10308,0.13954055041897362
1990,G4803410,Moore County,6837,6101,736,0.10764955389790844
1990,G4803430,Morris County,5800,4988,812,0.14
1990,G4803450,Motley County,1026,647,379,0.36939571150097467
1990,G4803470,Nacogdoches County,22768,20124,2644,0.11612789880534083
1990,G4803490,Navarro County,17219,14874,2345,0.13618677042801555
1990,G4803510,Newton County,6378,4910,1468,0.2301661962997805
1990,G4803530,Nolan County,7462,6183,1279,0.17140176896274456
1990,G4803550,Nueces County,114326,99740,14586,0.1275825271591764
1990,G4803570,Ochiltree County,3996,3328,668,0.16716716716716717
1990,G4803590,Oldham County,861,681,180,0.20905923344947736
1990,G4803610,Orange County,32032,29025,3007,0.09387487512487512
1990,G4803630,Palo Pinto County,13349,9531,3818,0.2860139336279871
1990,G4803650,Panola County,9700,8241,1459,0.15041237113402062
1990,G4803670,Parker County,26044,23048,2996,0.11503609276608816
1990,G4803690,Parmer County,3685,3241,444,0.12048846675712348
1990,G4803710,Pecos County,5841,4712,1129,0.19328882040746448
1990,G4803730,Polk County,18662,11855,6807,0.3647519022612796
1990,G4803750,Potter County,42927,37344,5583,0.13005800545111468
1990,G4803770,Presidio County,2890,2255,635,0.21972318339100347
1990,G4803790,Rains County,3533,2609,924,0.2615341069912256
1990,G4803810,Randall County,37807,34553,3254,0.08606871743327955
1990,G4803830,Reagan County,1685,1358,327,0.1940652818991098
1990,G4803850,Real County,2049,924,1125,0.5490483162518301
1990,G4803870,Red River County,6650,5688,962,0.14466165413533835
1990,G4803890,Reeves County,6044,4838,1206,0.19953673064195895
1990,G4803910,Refugio County,3739,2937,802,0.21449585450655256
1990,G4803930,Roberts County,492,391,101,0.20528455284552846
1990,G4803950,Robertson County,7338,5793,1545,0.21054783319705642
1990,G4803970,Rockwall County,9816,8838,978,0.09963325183374083
1990,G4803990,Runnels County,5345,4346,999,0.18690364826941067
1990,G4804010,Rusk County,19092,16327,2765,0.1448250576157553
1990,G4804030,Sabine County,6996,3985,3011,0.43038879359634075
1990,G4804050,San Augustine County,4168,3073,1095,0.2627159309021113
1990,G4804070,San Jacinto County,9823,6247,3576,0.3640435712104245
1990,G4804090,San Patricio County,22126,18776,3350,0.15140558618819489
1990,G4804110,San Saba County,3078,2122,956,0.3105912930474334
1990,G4804130,Schleicher County,1288,1051,237,0.18400621118012422
1990,G4804150,Scurry County,7702,6368,1334,0.17320176577512333
1990,G4804170,Shackelford County,1755,1336,419,0.23874643874643875
1990,G4804190,Shelby County,10616,8476,2140,0.2015825169555388
1990,G4804210,Sherman County,1293,1053,240,0.18561484918793503
1990,G4804230,Smith County,64369,56800,7569,0.11758765865556402
1990,G4804250,Somervell County,2429,1902,527,0.21696171263894606
1990,G4804270,Starr County,12209,10331,1878,0.15382095175690064
1990,G4804290,Stephens County,4982,3556,1426,0.2862304295463669
1990,G4804310,Sterling County,623,494,129,0.20706260032102727
1990,G4804330,Stonewall County,1085,806,279,0.2571428571428571
1990,G4804350,Sutton County,1924,1466,458,0.23804573804573806
1990,G4804370,Swisher County,3497,2993,504,0.14412353445810694
1990,G4804390,Tarrant County,491152,438634,52518,0.10692820145291071
1990,G4804410,Taylor County,49988,43301,6687,0.13377210530527325
1990,G4804430,Terrell County,810,524,286,0.3530864197530864
1990,G4804450,Terry County,5296,4478,818,0.15445619335347432
1990,G4804470,Throckmorton County,1106,790,316,0.2857142857142857
1990,G4804490,Titus County,9357,8508,849,0.09073420968259058
1990,G4804510,Tom Green County,40135,35408,4727,0.11777750093434658
1990,G4804530,Travis County,264173,232861,31312,0.11852838859383813
1990,G4804550,Trinity County,7200,4647,2553,0.3545833333333333
1990,G4804570,Tyler County,9047,6459,2588,0.28606167790427767
1990,G4804590,Upshur County,12887,11360,1527,0.11849150306510436
1990,G4804610,Upton County,1868,1472,396,0.21199143468950749
1990,G4804630,Uvalde County,9692,7553,2139,0.22069748245976062
1990,G4804650,Val Verde County,13905,11840,2065,0.14850773103200288
1990,G4804670,Van Zandt County,17013,14349,2664,0.15658614001058013
1990,G4804690,Victoria County,29162,26228,2934,0.10061038337562582
1990,G4804710,Walker County,18349,14918,3431,0.18698566679383072
1990,G4804730,Waller County,8824,7402,1422,0.16115140525838623
1990,G4804750,Ward County,5365,4444,921,0.17166821994408202
1990,G4804770,Washington County,11717,9619,2098,0.17905607237347443
1990,G4804790,Webb County,37197,34438,2759,0.07417264833185472
1990,G4804810,Wharton County,16277,14210,2067,0.12698900288750997
1990,G4804830,Wheeler County,3071,2350,721,0.23477694562031912
1990,G4804850,Wichita County,51413,45271,6142,0.11946394880672204
1990,G4804870,Wilbarger County,6812,5741,1071,0.1572225484439225
1990,G4804890,Willacy County,6072,5049,1023,0.16847826086956522
1990,G4804910,Williamson County,54466,48792,5674,0.10417508170234642
1990,G4804930,Wilson County,8516,7481,1035,0.12153593236261155
1990,G4804950,Winkler County,3708,2941,767,0.20685005393743258
1990,G4804970,Wise County,14219,12175,2044,0.14375131865813348
1990,G4804990,Wood County,14541,11426,3115,0.2142218554432295
1990,G4805010,Yoakum County,3372,2839,533,0.15806642941874258
1990,G4805030,Young County,8523,7101,1422,0.16684266103484688
1990,G4805050,Zapata County,4225,2862,1363,0.32260355029585797
1990,G4805070,Zavala County,4180,3356,824,0.19712918660287082
1990,G4900010,Beaver County,2200,1594,606,0.27545454545454545
1990,G4900030,Box Elder County,11890,10954,936,0.07872161480235491
1990,G4900050,Cache County,22053,21021,1032,0.046796354237518704
1990,G4900070,Carbon County,8713,6907,1806,0.2072764834155859
1990,G4900090,Daggett County,825,253,572,0.6933333333333334
1990,G4900110,Davis County,55777,53598,2179,0.039066281800742245
1990,G4900130,Duchesne County,5860,3707,2153,0.3674061433447099
1990,G4900150,Emery County,3928,2998,930,0.23676171079429736
1990,G4900170,Garfield County,2488,1321,1167,0.4690514469453376
1990,G4900190,Grand County,2992,2489,503,0.1681149732620321
1990,G4900210,Iron County,8499,6269,2230,0.26238380985998355
1990,G4900230,Juab County,2311,1801,510,0.22068368671570748
1990,G4900250,Kane County,3237,1724,1513,0.46740809391411803
1990,G4900270,Millard County,4125,3349,776,0.18812121212121213
1990,G4900290,Morgan County,1681,1555,126,0.07495538370017847
1990,G4900310,Piute County,704,449,255,0.3622159090909091
1990,G4900330,Rich County,1859,521,1338,0.7197417966648736
1990,G4900350,Salt Lake County,257339,240680,16659,0.0647356211067891
1990,G4900370,San Juan County,4650,3375,1275,0.27419354838709675
1990,G4900390,Sanpete County,6570,4859,1711,0.2604261796042618
1990,G4900410,Sevier County,6059,4877,1182,0.19508169664961214
1990,G4900430,Summit County,11256,5271,5985,0.5317164179104478
1990,G4900450,Tooele County,9510,8581,929,0.09768664563617245
1990,G4900470,Uintah County,8142,6670,1472,0.1807909604519774
1990,G4900490,Utah County,72820,70168,2652,0.03641856632793189
1990,G4900510,Wasatch County,4465,3074,1391,0.31153415453527433
1990,G4900530,Washington County,19523,15256,4267,0.21856272089330533
1990,G4900550,Wayne County,1061,699,362,0.3411875589066918
1990,G4900570,Weber County,57851,53253,4598,0.07948004356018046
1990,G5000010,Addison County,14022,11410,2612,0.18627870489231207
1990,G5000030,Bennington County,18501,13595,4906,0.2651748554132209
1990,G5000050,Caledonia County,13449,10368,3081,0.22908766451037252
1990,G5000070,Chittenden County,52095,48439,3656,0.07017947979652558
1990,G5000090,Essex County,4403,2344,2059,0.4676357029298206
1990,G5000110,Franklin County,17250,14326,2924,0.16950724637681158
1990,G5000130,Grand Isle County,4135,2018,2117,0.5119709794437727
1990,G5000150,Lamoille County,9872,7397,2475,0.2507090761750405
1990,G5000170,Orange County,12336,9455,2881,0.23354409857328146
1990,G5000190,Orleans County,12997,8873,4124,0.3173039932292067
1990,G5000210,Rutland County,31181,23690,7491,0.2402424553413938
1990,G5000230,Washington County,25328,20948,4380,0.17293114339861024
1990,G5000250,Windham County,25796,16264,9532,0.369514653434641
1990,G5000270,Windsor County,29849,21523,8326,0.2789373178330932
1990,G5100010,Accomack County,15840,12653,3187,0.20119949494949496
1990,G5100030,Albemarle County,25958,24433,1525,0.05874874797750212
1990,G5100050,Alleghany County,5481,4942,539,0.0983397190293742
1990,G5100070,Amelia County,3439,3131,308,0.08956091887176505
1990,G5100090,Amherst County,10598,9827,771,0.07274957539158332
1990,G5100110,Appomattox County,4913,4531,382,0.07775290046814573
1990,G5100130,Arlington County,84847,78520,6327,0.0745695192523012
1990,G5100150,Augusta County,21202,19781,1421,0.06702197905857937
1990,G5100170,Bath County,2596,1895,701,0.27003081664098616
1990,G5100190,Bedford County,19641,17292,2349,0.11959676187566824
1990,G5100210,Bland County,2706,2244,462,0.17073170731707318
1990,G5100230,Botetourt County,9785,9148,637,0.06509964230965765
1990,G5100250,Brunswick County,6456,5499,957,0.14823420074349442
1990,G5100270,Buchanan County,12222,11061,1161,0.09499263622974963
1990,G5100290,Buckingham County,5013,4341,672,0.13405146618791142
1990,G5100310,Campbell County,19008,17952,1056,0.05555555555555555
1990,G5100330,Caroline County,7292,6631,661,0.09064728469555677
1990,G5100350,Carroll County,12209,10463,1746,0.14300925546727825
1990,G5100360,Charles City County,2314,2161,153,0.06611927398444252
1990,G5100370,Charlotte County,4947,4312,635,0.12836062259955527
1990,G5100410,Chesterfield County,77329,73441,3888,0.05027867940875998
1990,G5100430,Clarke County,4531,4236,295,0.06510704038843522
1990,G5100450,Craig County,1993,1676,317,0.15905669844455594
1990,G5100470,Culpeper County,10471,9757,714,0.06818832967242862
1990,G5100490,Cumberland County,3170,2813,357,0.11261829652996845
1990,G5100510,Dickenson County,7112,6457,655,0.0920978627671541
1990,G5100530,Dinwiddie County,8023,7492,531,0.06618471893306743
1990,G5100570,Essex County,4073,3258,815,0.20009820770930517
1990,G5100590,Fairfax County,307966,292345,15621,0.05072313177428677
1990,G5100610,Fauquier County,17716,16509,1207,0.06813050349966132
1990,G5100630,Floyd County,5505,4763,742,0.13478655767484105
1990,G5100650,Fluvanna County,5035,4518,517,0.10268123138033763
1990,G5100670,Franklin County,17526,14655,2871,0.1638137624101335
1990,G5100690,Frederick County,17864,16470,1394,0.07803403493058665
1990,G5100710,Giles County,7098,6461,637,0.08974358974358974
1990,G5100730,Gloucester County,12451,10966,1485,0.11926752871255321
1990,G5100750,Goochland County,5203,4880,323,0.06207956947914665
1990,G5100770,Grayson County,7529,6468,1061,0.1409217691592509
1990,G5100790,Greene County,4154,3749,405,0.09749638902262879
1990,G5100810,Greensville County,3393,3150,243,0.07161803713527852
1990,G5100830,Halifax County,11790,10728,1062,0.0900763358778626
1990,G5100850,Hanover County,23727,22628,1099,0.04631854005984743
1990,G5100870,Henrico County,94539,89138,5401,0.057129861750177174
1990,G5100890,Henry County,23169,21771,1398,0.06033924640683672
1990,G5100910,Highland County,1759,1081,678,0.3854462762933485
1990,G5100930,Isle of Wight County,9753,9032,721,0.07392597149594997
1990,G5100950,James City County,14330,12968,1362,0.0950453593859037
1990,G5100970,King and Queen County,2698,2339,359,0.13306152705707933
1990,G5100990,King George County,5280,4736,544,0.10303030303030303
1990,G5101010,King William County,4193,3834,359,0.08561888862389697
1990,G5101030,Lancaster County,5918,4564,1354,0.22879351132139236
1990,G5101050,Lee County,10263,9231,1032,0.10055539315989477
1990,G5101070,Loudoun County,32932,30490,2442,0.07415279970849022
1990,G5101090,Louisa County,9080,7427,1653,0.18204845814977974
1990,G5101110,Lunenburg County,5065,4423,642,0.12675222112537018
1990,G5101130,Madison County,4547,4144,403,0.08862986584561248
1990,G5101150,Mathews County,4725,3530,1195,0.2529100529100529
1990,G5101170,Mecklenburg County,14589,11244,3345,0.2292823360065803
1990,G5101190,Middlesex County,5486,3530,1956,0.35654393000364565
1990,G5101210,Montgomery County,27770,26241,1529,0.05505941663665827
1990,G5101250,Nelson County,7063,4807,2256,0.31941101514937
1990,G5101270,New Kent County,3968,3718,250,0.06300403225806452
1990,G5101310,Northampton County,6183,5129,1054,0.17046741064208312
1990,G5101330,Northumberland County,6841,4492,2349,0.3433708522145885
1990,G5101350,Nottoway County,5732,5244,488,0.0851360781577111
1990,G5101370,Orange County,9038,7930,1108,0.12259349413587077
1990,G5101390,Page County,8948,8055,893,0.099798837729101475
1990,G5101410,Patrick County,8125,6908,1217,0.14978461538461538
1990,G5101430,Pittsylvania County,22861,20613,2248,0.09833340623769739
1990,G5101450,Powhatan County,4910,4672,238,0.048472505091649694
1990,G5101470,Prince Edward County,6075,5373,702,0.11555555555555555
1990,G5101490,Prince George County,8640,8250,390,0.04513888888888889
1990,G5101530,Prince William County,74759,69709,5050,0.0675503952701347
1990,G5101550,Pulaski County,14740,13349,1391,0.09436906377204884
1990,G5101570,Rappahannock County,2964,2496,468,0.15789473684210525
1990,G5101590,Richmond County,3179,2645,534,0.16797735136835482
1990,G5101610,Roanoke County,31689,30355,1334,0.04209662658966834
1990,G5101630,Rockbridge County,7975,7202,773,0.09692789968652038
1990,G5101650,Rockingham County,22614,20750,1864,0.082426815247192
1990,G5101670,Russell County,11558,10641,917,0.0793389859837342
1990,G5101690,Scott County,10003,8966,1037,0.10366889933020094
1990,G5101710,Shenandoah County,15160,12452,2708,0.17862796833773087
1990,G5101730,Smyth County,13132,12234,898,0.06838257691136156
1990,G5101750,Southampton County,6560,6009,551,0.0839939024390244
1990,G5101770,Spotsylvania County,20483,18945,1538,0.07508665722794512
1990,G5101790,Stafford County,20529,19415,1114,0.05426469871888548
1990,G5101810,Surry County,2982,2283,699,0.23440643863179075
1990,G5101830,Sussex County,4252,3795,457,0.1074788334901223
1990,G5101850,Tazewell County,18901,17309,1592,0.08422834770647056
1990,G5101870,Warren County,11223,9879,1344,0.11975407645014702
1990,G5101910,Washington County,19183,17483,1700,0.08862013240890372
1990,G5101930,Westmoreland County,8378,6057,2321,0.27703509190737646
1990,G5101950,Wise County,15927,14513,1414,0.08878005901927545
1990,G5101970,Wythe County,10659,9852,807,0.0757106670419364
1990,G5101990,York County,15284,14474,810,0.05299659774928029
1990,G5105100,Alexandria city,58252,53280,4972,0.08535329259081233
1990,G5105150,Bedford city,2625,2475,150,0.05714285714285714
1990,G5105200,Bristol city,8174,7591,583,0.07132370932224125
1990,G5105300,Buena Vista city,2494,2404,90,0.03608660785886127
1990,G5105400,Charlottesville city,16785,16009,776,0.0462317545427465
1990,G5105500,Chesapeake city,55742,51965,3777,0.06775860213124753
1990,G5105600,Clifton Forge city,2131,1930,201,0.09432191459408729
1990,G5105700,Colonial Heights city,6592,6363,229,0.03473907766990291
1990,G5105800,Covington city,3269,2998,271,0.08289996940960538
1990,G5105900,Danville city,23297,21712,1585,0.06803451088122935
1990,G5105950,Emporia city,2178,2031,147,0.0674931129476584
1990,G5106000,Fairfax city,7677,7362,315,0.041031652989449004
1990,G5106100,Falls Church city,4668,4195,473,0.10132819194515853
1990,G5106200,Franklin city,3166,3006,160,0.05053695514845231
1990,G5106300,Fredericksburg city,8063,7450,613,0.0760262929430733
1990,G5106400,Galax city,2943,2750,193,0.06557934080869861
1990,G5106500,Hampton city,53623,49673,3950,0.0736624209760737
1990,G5106600,Harrisonburg city,10900,10310,590,0.05412844036697248
1990,G5106700,Hopewell city,9625,9014,611,0.06348051948051948
1990,G5106780,Lexington city,2311,2172,139,0.060147122457810474
1990,G5106800,Lynchburg city,27233,25143,2090,0.07674512539933169
1990,G5106830,Manassas city,10232,9481,751,0.07339718530101642
1990,G5106850,Manassas Park city,2252,2182,70,0.03108348134991119
1990,G5106900,Martinsville city,7310,6839,471,0.06443228454172367
1990,G5107000,Newport News city,69728,63952,5776,0.08283616337769618
1990,G5107100,Norfolk city,98762,89478,9284,0.09400376663089043
1990,G5107200,Norton city,1845,1697,148,0.08021680216802168
1990,G5107300,Petersburg city,16196,14730,1466,0.09051617683378611
1990,G5107350,Poquoson city,3890,3769,121,0.031105398457583547
1990,G5107400,Portsmouth city,42283,38741,3542,0.08376889057067852
1990,G5107500,Radford city,5496,5207,289,0.05258369723435226
1990,G5107600,Richmond city,94141,85337,8804,0.09351929552479792
1990,G5107700,Roanoke city,44384,41030,3354,0.07556777217015141
1990,G5107750,Salem city,9609,9161,448,0.046622957643875536
1990,G5107800,South Boston city,2997,2795,202,0.06740073406740073
1990,G5107900,Staunton city,10003,9432,571,0.057082875137458765
1990,G5108000,Suffolk city,20011,18516,1495,0.0747089100994453
1990,G5108100,Virginia Beach city,147037,135566,11471,0.0780143773335963
1990,G5108200,Waynesboro city,7902,7568,334,0.04226778030878259
1990,G5108300,Williamsburg city,3960,3468,492,0.12424242424242424
1990,G5108400,Winchester city,9808,9084,724,0.07381729200652529
1990,G5300010,Adams County,5263,4586,677,0.12863385901577049
1990,G5300030,Asotin County,7519,7003,516,0.06862614709402846
1990,G5300050,Benton County,44877,42227,2650,0.05905029302315217
1990,G5300070,Chelan County,25048,20645,4403,0.17578249760459916
1990,G5300090,Clallam County,25225,22837,2388,0.09466798810703667
1990,G5300110,Clark County,92849,88440,4409,0.047485702592381177
1990,G5300130,Columbia County,2046,1582,464,0.22678396871945258
1990,G5300150,Cowlitz County,33304,31640,1664,0.049963968292097045
1990,G5300170,Douglas County,10640,9687,953,0.08956766917293234
1990,G5300190,Ferry County,3239,2247,992,0.30626736647113306
1990,G5300210,Franklin County,13664,12196,1468,0.10743559718969554
1990,G5300230,Garfield County,1209,922,287,0.23738626964433415
1990,G5300250,Grant County,22809,19745,3064,0.13433293875224692
1990,G5300270,Grays Harbor County,29932,25514,4418,0.14760122945342777
1990,G5300290,Island County,25860,21787,4073,0.15750193348801236
1990,G5300310,Jefferson County,11014,8627,2387,0.21672416923915017
1990,G5300330,King County,647343,615792,31551,0.04873923097955798
1990,G5300350,Kitsap County,74038,69267,4771,0.06443988222264242
1990,G5300370,Kittitas County,13215,10460,2755,0.2084752175558078
1990,G5300390,Klickitat County,7213,6210,1003,0.13905448495771525
1990,G5300410,Lewis County,25487,22478,3009,0.11806018754659238
1990,G5300430,Lincoln County,4607,3605,1002,0.21749511612763187
1990,G5300450,Mason County,22292,14565,7727,0.3466265924995514
1990,G5300470,Okanogan County,16629,12654,3975,0.23904023092188345
1990,G5300490,Pacific County,12404,7896,4508,0.36343115124153497
1990,G5300510,Pend Oreille County,5404,3395,2009,0.37176165803108807
1990,G5300530,Pierce County,228842,214652,14190,0.06200784820968179
1990,G5300550,San Juan County,6075,4392,1683,0.277037037037037
1990,G5300570,Skagit County,33580,30573,3007,0.0895473496128648
1990,G5300590,Skamania County,3922,3066,856,0.2182559918408975
1990,G5300610,Snohomish County,183942,171713,12229,0.06648291309217036
1990,G5300630,Spokane County,150105,141619,8486,0.05653375970154225
1990,G5300650,Stevens County,14601,11241,3360,0.23012122457365933
1990,G5300670,Thurston County,66464,62150,4314,0.06490731824747231
1990,G5300690,Wahkiakum County,1496,1321,175,0.11697860962566844
1990,G5300710,Walla Walla County,19029,17623,1406,0.07388722476220505
1990,G5300730,Whatcom County,55742,48543,7199,0.12914857737433175
1990,G5300750,Whitman County,14598,13546,1052,0.07206466639265653
1990,G5300770,Yakima County,70852,65985,4867,0.0686924857449331
1990,G5400010,Barbour County,6956,5835,1121,0.16115583668775157
1990,G5400030,Berkeley County,25385,22350,3035,0.11955879456371873
1990,G5400050,Boone County,10705,9656,1049,0.0979915927136852
1990,G5400070,Braxton County,5708,4950,758,0.13279607568325158
1990,G5400090,Brooke County,10838,10131,707,0.06523343790367227
1990,G5400110,Cabell County,43596,39146,4450,0.10207358473254427
1990,G5400130,Calhoun County,3446,2978,468,0.13580963435867674
1990,G5400150,Clay County,4359,3627,732,0.16792842395044735
1990,G5400170,Doddridge County,3251,2623,628,0.19317133189787758
1990,G5400190,Fayette County,20841,18292,2549,0.12230699102730196
1990,G5400210,Gilmer County,3243,2717,526,0.162195497995683
1990,G5400230,Grant County,4746,3925,821,0.17298777918246944
1990,G5400250,Greenbrier County,16757,13775,2982,0.1779554812914006
1990,G5400270,Hampshire County,8817,6182,2635,0.29885448565271633
1990,G5400290,Hancock County,14697,13781,916,0.06232564468939239
1990,G5400310,Hardy County,5573,4286,1287,0.23093486452539028
1990,G5400330,Harrison County,29988,27009,2979,0.09933973589435774
1990,G5400350,Jackson County,10571,9645,926,0.08759814587077855
1990,G5400370,Jefferson County,14606,12914,1692,0.1158428043269889
1990,G5400390,Kanawha County,92747,84713,8034,0.08662274790559263
1990,G5400410,Lewis County,7454,6615,839,0.11255701636705125
1990,G5400430,Lincoln County,8429,7647,782,0.0927749436469332
1990,G5400450,Logan County,16848,15425,1423,0.0844610636277303
1990,G5400470,McDowell County,15330,12880,2450,0.1598173515981735
1990,G5400490,Marion County,25491,22667,2824,0.11078419834451375
1990,G5400510,Marshall County,15630,14051,1579,0.10102367242482406
1990,G5400530,Mason County,10932,9603,1329,0.12156970362239297
1990,G5400550,Mercer County,28426,25390,3036,0.10680363047913882
1990,G5400570,Mineral County,10930,9981,949,0.0868252516010979
1990,G5400590,Mingo County,13087,11830,1257,0.09604951478566516
1990,G5400610,Monongalia County,31563,29087,2476,0.07844628203909641
1990,G5400630,Monroe County,5994,4749,1245,0.20770770770770772
1990,G5400650,Morgan County,6757,4731,2026,0.29983720586058904
1990,G5400670,Nicholas County,11235,9970,1265,0.11259457053849577
1990,G5400690,Ohio County,23229,20646,2583,0.11119721038357226
1990,G5400710,Pendleton County,4516,3061,1455,0.32218777679362265
1990,G5400730,Pleasants County,3134,2769,365,0.11646458200382898
1990,G5400750,Pocahontas County,5579,3628,1951,0.3497042480731314
1990,G5400770,Preston County,12137,10619,1518,0.1250720935980885
1990,G5400790,Putnam County,16884,15695,1189,0.07042170101871595
1990,G5400810,Raleigh County,33278,29483,3795,0.11403930524670954
1990,G5400830,Randolph County,12548,10366,2182,0.17389225374561684
1990,G5400850,Ritchie County,4936,3928,1008,0.20421393841166938
1990,G5400870,Roane County,6611,5740,871,0.13175011344728482
1990,G5400890,Summers County,6769,5240,1529,0.22588270054660955
1990,G5400910,Taylor County,6528,5741,787,0.12055759803921569
1990,G5400930,Tucker County,3900,3017,883,0.22641025641025642
1990,G5400950,Tyler County,4441,3709,732,0.16482774149966223
1990,G5400970,Upshur County,9506,8245,1261,0.1326530612244898
1990,G5400990,Wayne County,16991,15626,1365,0.08033664881407804
1990,G5401010,Webster County,5072,3996,1076,0.21214511041009465
1990,G5401030,Wetzel County,8129,7303,826,0.10161151433140608
1990,G5401050,Wirt County,2795,1942,853,0.30518783542039357
1990,G5401070,Wood County,37620,34168,3452,0.09175970228601807
1990,G5401090,Wyoming County,11756,10474,1282,0.10905069751616196
1990,G5500010,Adams County,12418,5972,6446,0.5190851989048156
1990,G5500030,Ashland County,8371,6255,2116,0.2527774459443316
1990,G5500050,Barron County,19363,15435,3928,0.20286112689149408
1990,G5500070,Bayfield County,10918,5515,5403,0.49487085546803444
1990,G5500090,Brown County,74740,72280,2460,0.032914102221032915
1990,G5500110,Buffalo County,5586,5123,463,0.08288578589330468
1990,G5500130,Burnett County,11743,5242,6501,0.5536064038150388
1990,G5500150,Calumet County,12465,11772,693,0.0555956678700361
1990,G5500170,Chippewa County,21024,19077,1947,0.09260844748858447
1990,G5500190,Clark County,12904,11209,1695,0.13135461872287663
1990,G5500210,Columbia County,19258,16868,2390,0.1241042683560079
1990,G5500230,Crawford County,7315,5914,1401,0.19152426520847574
1990,G5500250,Dane County,147851,142786,5065,0.03425746190421438
1990,G5500270,Dodge County,28720,26853,1867,0.06500696378830084
1990,G5500290,Door County,18037,10066,7971,0.4419249320840494
1990,G5500310,Douglas County,20610,16374,4236,0.20553129548762736
1990,G5500330,Dunn County,13252,12250,1002,0.07561122849381226
1990,G5500350,Eau Claire County,32741,31282,1459,0.04456186432912861
1990,G5500370,Florence County,3775,1755,2020,0.5350993377483444
1990,G5500390,Fond du Lac County,34548,32644,1904,0.05511172860947088
1990,G5500410,Forest County,7203,3290,3913,0.543245869776482
1990,G5500430,Grant County,18450,17169,1281,0.06943089430894309
1990,G5500450,Green County,12087,11541,546,0.04517249937949863
1990,G5500470,Green Lake County,9202,7189,2013,0.21875679200173875
1990,G5500490,Iowa County,8220,7406,814,0.09902676399026764
1990,G5500510,Iron County,5243,2602,2641,0.5037192447072287
1990,G5500530,Jackson County,7627,6253,1374,0.18014946899173986
1990,G5500550,Jefferson County,25719,24019,1700,0.06609899296240133
1990,G5500570,Juneau County,11422,8265,3157,0.276396427946069
1990,G5500590,Kenosha County,51262,47029,4233,0.08257578713276892
1990,G5500610,Kewaunee County,7544,6756,788,0.10445387062566278
1990,G5500630,La Crosse County,38239,36662,1577,0.04124061821700358
1990,G5500650,Lafayette County,6313,5876,437,0.06922223982258831
1990,G5500670,Langlade County,10825,7563,3262,0.3013394919168591
1990,G5500690,Lincoln County,13256,10159,3097,0.23363005431502715
1990,G5500710,Manitowoc County,31843,30112,1731,0.05436045598718714
1990,G5500730,Marathon County,43774,41547,2227,0.050874948599625346
1990,G5500750,Marinette County,25650,15542,10108,0.3940740740740741
1990,G5500770,Marquette County,8035,4831,3204,0.39875544492843806
1990,G5500780,Menominee County,1742,1079,663,0.3805970149253731
1990,G5500790,Milwaukee County,390715,373048,17667,0.045217101979703876
1990,G5500810,Monroe County,14135,13144,991,0.0701096568800849
1990,G5500830,Oconto County,18832,11283,7549,0.40086023789294817
1990,G5500850,Oneida County,25173,12666,12507,0.496841854367775
1990,G5500870,Outagamie County,51923,50527,1396,0.026885965756986308
1990,G5500890,Ozaukee County,26482,25707,775,0.029265161241598066
1990,G5500910,Pepin County,2919,2612,307,0.10517300445358
1990,G5500930,Pierce County,11536,11011,525,0.04550970873786408
1990,G5500950,Polk County,18562,13056,5506,0.2966275185863592
1990,G5500970,Portage County,22910,21306,1604,0.07001309471846355
1990,G5500990,Price County,9052,6054,2998,0.33119752540874947
1990,G5501010,Racine County,66945,63736,3209,0.04793487190977668
1990,G5501030,Richland County,7325,6593,732,0.09993174061433448
1990,G5501050,Rock County,54840,52252,2588,0.04719183078045223
1990,G5501070,Rusk County,7904,5693,2211,0.2797317813765182
1990,G5501090,St. Croix County,18519,17638,881,0.04757276310815919
1990,G5501110,Sauk County,20439,17703,2736,0.1338617349185381
1990,G5501130,Sawyer County,13025,5569,7456,0.5724376199616122
1990,G5501150,Shawano County,16737,13775,2962,0.17697317320905778
1990,G5501170,Sheboygan County,40695,38592,2103,0.05167711021009952
1990,G5501190,Taylor County,7710,6692,1018,0.13203631647211414
1990,G5501210,Trempealeau County,10097,9495,602,0.05962166980291175
1990,G5501230,Vernon County,10830,9725,1105,0.10203139427516159
1990,G5501250,Vilas County,20225,7294,12931,0.6393572311495673
1990,G5501270,Walworth County,36937,27620,9317,0.25224030105314454
1990,G5501290,Washburn County,9829,5456,4373,0.4449079255265032
1990,G5501310,Washington County,34382,32977,1405,0.040864405793729276
1990,G5501330,Waukesha County,110452,105990,4462,0.040397638793321984
1990,G5501350,Waupaca County,20141,17037,3104,0.1541134998262251
1990,G5501370,Waushara County,12246,7616,4630,0.37808263922913604
1990,G5501390,Winnebago County,56123,53216,2907,0.051796945993621155
1990,G5501410,Wood County,28839,27473,1366,0.0473664135372239
1990,G5600010,Albany County,13844,11957,1887,0.13630453626119618
1990,G5600030,Big Horn County,5048,3905,1143,0.22642630744849446
1990,G5600050,Campbell County,11538,9968,1570,0.1360721095510487
1990,G5600070,Carbon County,8190,6001,2189,0.26727716727716727
1990,G5600090,Converse County,5234,4046,1188,0.226977455101261
1990,G5600110,Crook County,2605,1892,713,0.2737044145873321
1990,G5600130,Fremont County,14437,12002,2435,0.16866384983029714
1990,G5600150,Goshen County,5551,4790,761,0.13709241578094036
1990,G5600170,Hot Springs County,2429,1943,486,0.20008233841086867
1990,G5600190,Johnson County,3112,2397,715,0.22975578406169667
